"ncbi_taxon_id","aphia_id","species_canonical","synonyms","subspecies","target_list_status","sequencing_status","status","publication_id","rank","isMarine","isBrackish","isFreshwater","isTerrestrial","isExtinct","modified","spec_code","order","family_x","Genus","authority","FBname","DemersPelag","Subfamily","depth_min_in_m","depth_max_in_m","common_depth_min","common_depth_max","length_max_in_cm","common_length_in_cm","weight_max_in_g","TempMin","TempMax"
149986,277930,"Gonorynchus greyi","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,12749,"Gonorynchiformes","Gonorynchidae","Gonorynchus","(Richardson, 1845)",NA,"demersal",NA,1,160,NA,NA,50,NA,NA,NA,NA
1182258,277933,"Monopenchelys acuta","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9037,"Anguilliformes","Muraenidae","Monopenchelys","(Parr, 1930)","Redface moray","demersal","Muraeninae",13,54,NA,NA,20.8999996185303,NA,NA,NA,NA
2873924,277934,"Lubricogobius dinah","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,61327,"Gobiiformes","Gobiidae","Lubricogobius","Randall & Senou, 2001","Dinah's goby","reef-associated","Gobiinae",10,36,NA,NA,1.62999999523163,NA,NA,NA,NA
1405665,277937,"Stanulus talboti","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,12642,"Blenniiformes","Blenniidae","Stanulus","Springer, 1968","Talbot's blenny","reef-associated","Salariinae",3,15,NA,NA,4.80000019073486,NA,NA,NA,NA
2488692,277947,"Uropterygius fasciolatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,27393,"Anguilliformes","Muraenidae","Uropterygius","(Regan, 1909)","Blotched moray","reef-associated","Uropterygiinae",0,10,NA,NA,53,NA,NA,NA,NA
876642,277948,"Uropterygius fuscoguttatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,7286,"Anguilliformes","Muraenidae","Uropterygius","Schultz, 1953","Brown spotted snake moray","reef-associated","Uropterygiinae",1,25,6,12,30,NA,NA,NA,NA
1182849,277951,"Uropterygius macularius","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,11910,"Anguilliformes","Muraenidae","Uropterygius","(Lesueur, 1825)","Marbled moray","reef-associated","Uropterygiinae",NA,NA,NA,30,30,NA,NA,NA,NA
2768272,277959,"Xenisthmus clarus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,23540,"Gobiiformes","Xenisthmidae","Xenisthmus","(Jordan & Seale, 1906)","Clear wriggler","demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1181894,277960,"Plectrypops retrospinis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,3253,"Holocentriformes","Holocentridae","Plectrypops","(Guichenot, 1853)","Cardinal soldierfish","reef-associated","Myripristinae",NA,22,NA,NA,15,NA,NA,NA,NA
1286169,277970,"Asterorhombus cocosensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,15565,"Pleuronectiformes","Bothidae","Asterorhombus","(Bleeker, 1855)","Cocos Island flounder","demersal",NA,1,30,NA,NA,11.9700002670288,NA,NA,NA,NA
1461739,277971,"Asterorhombus filifer","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,63068,"Pleuronectiformes","Bothidae","Asterorhombus","Hensley & Randall, 2003","Longlure flounder","reef-associated",NA,3,57,NA,NA,NA,NA,NA,NA,NA
166755,277973,"Periophthalmus barbarus","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2008-01-15 17:27:08,12803,"Gobiiformes","Gobiidae","Periophthalmus","(Linnaeus, 1766)","Atlantic mudskipper","reef-associated","Periophthalminae",NA,NA,NA,NA,14.6999998092651,NA,NA,25,30
2593181,277974,"Periophthalmus chrysospilos","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2013-01-08 10:48:02,25085,"Gobiiformes","Gobiidae","Periophthalmus","Bleeker, 1853",NA,"demersal","Periophthalminae",NA,NA,NA,NA,12.8999996185303,NA,NA,NA,NA
1163773,277975,"Periophthalmus gracilis","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,7481,"Gobiiformes","Gobiidae","Periophthalmus","Eggert, 1935","Graceful mudskipper","demersal","Periophthalminae",NA,NA,NA,NA,4.5,NA,NA,NA,NA
1163775,277976,"Periophthalmus malaccensis","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2008-01-15 17:27:08,7484,"Gobiiformes","Gobiidae","Periophthalmus","Eggert, 1935",NA,"demersal","Periophthalminae",NA,NA,NA,NA,9,NA,NA,NA,NA
1581706,277977,"Periophthalmus minutus","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,7485,"Gobiiformes","Gobiidae","Periophthalmus","Eggert, 1935","Minute mudskipper","demersal","Periophthalminae",NA,NA,NA,NA,7.80000019073486,NA,NA,NA,NA
1562378,277979,"Periophthalmus novemradiatus","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,7486,"Gobiiformes","Gobiidae","Periophthalmus","(Hamilton, 1822)","Pearse's mudskipper","demersal","Periophthalminae",NA,NA,NA,NA,10,NA,NA,NA,NA
1663027,277982,"Periophthalmus waltoni","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2019-10-18 07:16:58,46408,"Gobiiformes","Gobiidae","Periophthalmus","Koumans, 1941","Walton's mudskipper","demersal","Periophthalminae",NA,NA,NA,NA,15,NA,NA,NA,NA
88677,277984,"Cyttus australis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,14136,"Zeiformes","Cyttidae","Cyttus","(Richardson, 1843)","Silver dory","demersal",NA,10,350,NA,NA,47,NA,NA,NA,NA
2112235,277985,"Cyttus novaezealandiae","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,14575,"Zeiformes","Cyttidae","Cyttus","(Arthur, 1885)","New Zealand dory","demersal",NA,20,450,NA,NA,40,NA,NA,NA,NA
997983,277987,"Pseudocoris aurantiofasciata","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,25783,"Eupercaria incertae sedis","Labridae","Pseudocoris","Fourmanoir, 1971","Rust-banded wrasse","reef-associated","Corinae",NA,45,30,NA,20,NA,NA,NA,NA
1053777,277988,"Pseudocoris bleekeri","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,59631,"Eupercaria incertae sedis","Labridae","Pseudocoris","(Hubrecht, 1876)","Philippines wrasse","reef-associated","Corinae",10,30,NA,NA,15,NA,NA,NA,NA
1368618,277990,"Mulloidichthys dentatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,3591,"Mulliformes","Mullidae","Mulloidichthys","(Gill, 1862)","Mexican goatfish","reef-associated",NA,3,46,NA,NA,31,NA,NA,NA,NA
721936,277991,"Mulloidichthys martinicus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,1092,"Mulliformes","Mullidae","Mulloidichthys","(Cuvier, 1829)","Yellow goatfish","reef-associated",NA,0,49,0,35,44.7999992370605,28,NA,NA,NA
2842160,277992,"Choeroichthys cinctus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,12764,"Syngnathiformes","Syngnathidae","Choeroichthys","Dawson, 1976","Barred shortbody pipefish","demersal","Nerophinae",10,40,NA,NA,8,NA,NA,NA,NA
2842161,277994,"Choeroichthys suillus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,46124,"Syngnathiformes","Syngnathidae","Choeroichthys","Whitley, 1951","Pigsnout pipefish","reef-associated","Nerophinae",0,14,NA,NA,6.75,NA,NA,NA,NA
241328,277995,"Oxycheilinus celebicus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5597,"Eupercaria incertae sedis","Labridae","Oxycheilinus","(Bleeker, 1853)","Celebes wrasse","reef-associated","Cheilininae",3,40,5,30,24,NA,NA,24,28
435143,277996,"Oxycheilinus digramma","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,5599,"Eupercaria incertae sedis","Labridae","Oxycheilinus","(Lacepède, 1801)","Cheeklined wrasse","reef-associated","Cheilininae",3,60,NA,NA,40,NA,NA,NA,NA
1522409,278000,"Oxycheilinus orientalis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5601,"Eupercaria incertae sedis","Labridae","Oxycheilinus","(Günther, 1862)","Oriental maori wrasse","reef-associated","Cheilininae",0,80,NA,NA,20,NA,NA,NA,NA
241329,278002,"Oxycheilinus unifasciatus","[]","-","long_list","data_generation","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5605,"Eupercaria incertae sedis","Labridae","Oxycheilinus","(Streets, 1877)","Ringtail maori wrasse","reef-associated","Cheilininae",0,160,NA,NA,46,NA,1400,NA,NA
238056,278003,"Naso caeruleacauda","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,27318,"Acanthuriformes","Acanthuridae","Naso","Randall, 1994","Blue unicorn","reef-associated","Nasinae",15,45,NA,NA,40,NA,1096,NA,NA
238057,278004,"Naso caesius","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,15628,"Acanthuriformes","Acanthuridae","Naso","Randall & Bell, 1992","Gray unicornfish","reef-associated","Nasinae",15,50,NA,NA,45.5999984741211,NA,NA,NA,NA
238058,278005,"Naso elegans","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,60074,"Acanthuriformes","Acanthuridae","Naso","(Rüppell, 1829)","Elegant unicornfish","reef-associated","Nasinae",5,30,NA,NA,45,35,NA,NA,NA
238060,278006,"Naso lopezi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,6022,"Acanthuriformes","Acanthuridae","Naso","Herre, 1927","Elongate unicornfish","reef-associated","Nasinae",20,50,NA,NA,60,NA,NA,NA,NA
238061,278007,"Naso maculatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,6931,"Acanthuriformes","Acanthuridae","Naso","Randall & Struhsaker, 1981",NA,"reef-associated","Nasinae",43,220,NA,NA,60,NA,NA,NA,NA
238062,278008,"Naso mcdadei","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,60075,"Acanthuriformes","Acanthuridae","Naso","Johnson, 2002","Squarenose unicornfish","reef-associated","Nasinae",5,65,NA,NA,75,NA,NA,NA,NA
238064,278009,"Naso reticulatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,58347,"Acanthuriformes","Acanthuridae","Naso","Randall, 2001","Reticulate unicornfish","reef-associated","Nasinae",NA,15,NA,NA,49,NA,2250,NA,NA
238066,278010,"Naso tonganus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,60076,"Acanthuriformes","Acanthuridae","Naso","(Valenciennes, 1835)","Bulbnose unicornfish","reef-associated","Nasinae",2,40,NA,NA,60,NA,NA,NA,NA
879512,278012,"Omobranchus anolius","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,13754,"Blenniiformes","Blenniidae","Omobranchus","(Valenciennes, 1836)",NA,"benthopelagic","Blenniinae",NA,NA,NA,NA,7.5,NA,NA,NA,NA
1405654,278014,"Omobranchus elegans","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,23726,"Blenniiformes","Blenniidae","Omobranchus","(Steindachner, 1876)",NA,"demersal","Blenniinae",NA,NA,NA,NA,6,NA,NA,NA,NA
57835,278015,"Omobranchus fasciolatoceps","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,23727,"Blenniiformes","Blenniidae","Omobranchus","(Richardson, 1846)",NA,"demersal","Blenniinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
2175327,278016,"Omobranchus germaini","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2020-11-17 09:06:33,59602,"Blenniiformes","Blenniidae","Omobranchus","(Sauvage, 1883)","Germain's blenny","reef-associated","Blenniinae",0,3,NA,NA,8,NA,NA,NA,NA
57836,278018,"Omobranchus loxozonus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,23757,"Blenniiformes","Blenniidae","Omobranchus","(Jordan & Starks, 1906)",NA,"demersal","Blenniinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
879513,278020,"Omobranchus obliquus","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,22819,"Blenniiformes","Blenniidae","Omobranchus","(Garman, 1903)","Roundhead blenny","reef-associated","Blenniinae",0,3,NA,NA,5.59999990463257,NA,NA,NA,NA
2175328,278022,"Omobranchus rotundiceps","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2020-11-17 09:06:33,56837,"Blenniiformes","Blenniidae","Omobranchus","(MacLeay, 1881)","Rotund blenny","benthopelagic","Blenniinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
2507726,278023,"Omobranchus smithi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,59612,"Blenniiformes","Blenniidae","Omobranchus","(Rao, 1974)",NA,"demersal","Blenniinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
2057059,278026,"Omobranchus zebra","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,25046,"Blenniiformes","Blenniidae","Omobranchus","(Bleeker, 1868)",NA,"demersal","Blenniinae",NA,NA,NA,NA,6,NA,NA,NA,NA
2745944,278030,"Rabaulichthys suzukii","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,61271,"Perciformes","Serranidae","Rabaulichthys","Masuda & Randall, 2001",NA,"demersal",NA,5,15,NA,NA,6.42000007629395,NA,NA,NA,NA
1231921,278032,"Istigobius campbelli","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4336,"Gobiiformes","Gobiidae","Istigobius","(Jordan & Snyder, 1901)",NA,"demersal","Gobiinae",3,14,NA,NA,7.09999990463257,NA,NA,NA,NA
1828452,278034,"Istigobius goldmanni","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4327,"Gobiiformes","Gobiidae","Istigobius","(Bleeker, 1852)","Goldman's goby","reef-associated","Gobiinae",NA,10,NA,NA,6,NA,NA,NA,NA
1529050,278036,"Istigobius hoshinonis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,1102,"Gobiiformes","Gobiidae","Istigobius","(Tanaka, 1917)",NA,"demersal","Gobiinae",3,14,NA,NA,8.89999961853027,NA,NA,NA,NA
1365561,278037,"Istigobius nigroocellatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4325,"Gobiiformes","Gobiidae","Istigobius","(Günther, 1873)","Black-spotted goby","demersal","Gobiinae",2,10,NA,NA,6.5,NA,NA,NA,NA
622413,278039,"Istigobius rigilius","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,4324,"Gobiiformes","Gobiidae","Istigobius","(Herre, 1953)","Rigilius goby","reef-associated","Gobiinae",0,30,NA,NA,10.8000001907349,NA,NA,NA,NA
398644,278046,"Odontanthias elizabethae","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,58182,"Perciformes","Serranidae","Odontanthias","Fowler, 1923",NA,"benthopelagic",NA,107,291,NA,NA,10.8999996185303,NA,NA,NA,NA
2578241,278048,"Acropoma argentistigma","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,59893,"Acropomatiformes","Acropomatidae","Acropoma","Okamoto & Ida, 2002",NA,"pelagic-neritic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3040387,278049,"Acropoma boholensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,59419,"Acropomatiformes","Acropomatidae","Acropoma","Yamanoue & Matsuura, 2002","Big-headed lanternbelly","pelagic-neritic",NA,NA,1000,NA,NA,13.1999998092651,NA,NA,NA,NA
390682,278050,"Acropoma hanedai","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9232,"Acropomatiformes","Acropomatidae","Acropoma","Matsubara, 1953",NA,"benthopelagic",NA,50,400,NA,NA,13.5200004577637,NA,NA,NA,NA
1828430,278051,"Acropoma lecorneti","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,59169,"Acropomatiformes","Acropomatidae","Acropoma","Fourmanoir, 1988","Lecornet’s lanternbelly","bathypelagic",NA,275,360,NA,NA,32.5999984741211,NA,NA,NA,NA
1213691,278052,"Iago garricki","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5930,"Carcharhiniformes","Triakidae","Iago","Fourmanoir & Rivaton, 1979","Longnose houndshark","bathydemersal","Galeorhininae",250,475,NA,NA,75,NA,NA,NA,NA
1914706,278053,"Phoxocampus diacanthus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5979,"Syngnathiformes","Syngnathidae","Phoxocampus","(Schultz, 1943)","Spined pipefish","reef-associated","Syngnathinae",5,40,NA,NA,8.69999980926514,NA,NA,NA,NA
1182013,278055,"Cosmocampus albirostris","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,3280,"Syngnathiformes","Syngnathidae","Cosmocampus","(Kaup, 1856)","Whitenose pipefish","reef-associated","Syngnathinae",0,50,NA,NA,20,NA,NA,NA,NA
1914694,278057,"Cosmocampus balli","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,7875,"Syngnathiformes","Syngnathidae","Cosmocampus","(Fowler, 1925)","Ball's pipe fish","reef-associated","Syngnathinae",NA,NA,NA,NA,12,NA,NA,NA,NA
2842164,278058,"Cosmocampus brachycephalus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,3281,"Syngnathiformes","Syngnathidae","Cosmocampus","(Poey, 1868)","Crested pipefish","demersal","Syngnathinae",NA,NA,NA,NA,10,NA,NA,NA,NA
587046,278059,"Cosmocampus elucens","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,3297,"Syngnathiformes","Syngnathidae","Cosmocampus","(Poey, 1868)","Shortfin pipefish","reef-associated","Syngnathinae",1,345,NA,NA,15,NA,NA,NA,NA
2842166,278060,"Cosmocampus hildebrandi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,3302,"Syngnathiformes","Syngnathidae","Cosmocampus","(Herald, 1965)","Dwarf pipefish","demersal","Syngnathinae",NA,NA,NA,NA,10,NA,NA,NA,NA
1914696,278061,"Cosmocampus howensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,46115,"Syngnathiformes","Syngnathidae","Cosmocampus","(Whitley, 1948)","Lord Howe pipefish","demersal","Syngnathinae",NA,NA,NA,NA,9.5,NA,NA,NA,NA
2842167,278062,"Cosmocampus investigatoris","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,46117,"Syngnathiformes","Syngnathidae","Cosmocampus","(Hora, 1926)","Investigator pipefish","benthopelagic","Syngnathinae",2,45,NA,NA,7.15000009536743,NA,NA,NA,NA
2914836,278068,"Laeops gracilis","[]","-","long_list","-","superseded combination","-","Species",1,0,0,0,NA,2025-03-11 13:43:14,15575,"Pleuronectiformes","Bothidae","Laeops","Fowler, 1934","Philippine slender flounder","bathydemersal",NA,197,216,NA,NA,16.5,NA,NA,NA,NA
195619,278070,"Laeops kitaharae","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,24225,"Pleuronectiformes","Bothidae","Laeops","(Smith & Pope, 1906)",NA,"demersal",NA,70,300,NA,NA,20,NA,NA,NA,NA
1649249,278071,"Laeops macrophthalmus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,60533,"Pleuronectiformes","Bothidae","Laeops","(Alcock, 1889)",NA,"demersal",NA,180,196,NA,NA,11.1999998092651,NA,NA,NA,NA
670494,278075,"Solegnathus dunckeri","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,26104,"Syngnathiformes","Syngnathidae","Solegnathus","Whitley, 1927","Dunker's pipehorse","demersal","Syngnathinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
1620439,278076,"Solegnathus lettiensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,8329,"Syngnathiformes","Syngnathidae","Solegnathus","Bleeker, 1860","Günther's pipehorse","demersal","Syngnathinae",146,180,NA,NA,NA,NA,NA,NA,NA
2830798,278077,"Solegnathus robustus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,46204,"Syngnathiformes","Syngnathidae","Solegnathus","McCulloch, 1911","Robust pipehorse","demersal","Syngnathinae",42,68,NA,NA,35,NA,NA,NA,NA
1619166,278078,"Solegnathus spinosissimus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,14268,"Syngnathiformes","Syngnathidae","Solegnathus","(Günther, 1870)","Spiny pipehorse","demersal","Syngnathinae",114,230,NA,NA,49,NA,NA,NA,NA
150449,278080,"Aulostomus maculatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,964,"Syngnathiformes","Aulostomidae","Aulostomus","Valenciennes, 1841","Trumpetfish","reef-associated",NA,2,25,NA,NA,100,60,NA,NA,NA
150450,278081,"Aulostomus strigosus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9160,"Syngnathiformes","Aulostomidae","Aulostomus","Wheeler, 1955","Atlantic cornetfish","demersal",NA,5,25,NA,NA,75,NA,NA,NA,NA
2898560,278083,"Pseudomonacanthus elongatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,11682,"Tetraodontiformes","Monacanthidae","Pseudomonacanthus","Fraser-Brunner, 1940","Fourband leatherjacket","demersal",NA,1,7,NA,NA,25,NA,NA,NA,NA
1357726,278084,"Pseudomonacanthus macrurus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2013-01-08 10:48:02,10598,"Tetraodontiformes","Monacanthidae","Pseudomonacanthus","(Bleeker, 1856)","Strap-weed file-fish","reef-associated",NA,1,10,NA,NA,25.5,13.5,NA,NA,NA
392927,278085,"Pseudomonacanthus peroni","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,10553,"Tetraodontiformes","Monacanthidae","Pseudomonacanthus","(Hollard, 1854)","Pot-bellied leatherjacket","reef-associated",NA,NA,NA,NA,NA,35,NA,NA,NA,NA
586826,278087,"Hoplolatilus chlupatyi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2017-08-18 10:28:24,15341,"Eupercaria incertae sedis","Malacanthidae","Hoplolatilus","Klausewitz, McCosker, Randall & Zetzsche, 1978","Chameleon sand tilefish","reef-associated",NA,30,55,30,NA,13,NA,NA,22,27
586827,278091,"Hoplolatilus marcosi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,13010,"Eupercaria incertae sedis","Malacanthidae","Hoplolatilus","Burgess, 1978","Redback sand tilefish","reef-associated",NA,18,100,30,80,12,10.3999996185303,NA,22,28
274802,278093,"Hoplolatilus purpureus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,15342,"Eupercaria incertae sedis","Malacanthidae","Hoplolatilus","Burgess, 1978","Purple sand tilefish","reef-associated",NA,30,85,35,70,13,NA,NA,22,28
2608441,278094,"Hoplolatilus starcki","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,5794,"Eupercaria incertae sedis","Malacanthidae","Hoplolatilus","Randall & Dooley, 1974","Stark's tilefish","reef-associated",NA,20,105,20,50,15.5,NA,NA,21,26
1642132,278095,"Drombus globiceps","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2008-01-15 17:27:08,25070,"Gobiiformes","Gobiidae","Drombus","(Hora, 1923)","Kranji drombus","demersal","Gobiinae",NA,NA,NA,NA,4.30000019073486,NA,NA,NA,NA
551283,278097,"Drombus kranjiensis","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,25072,"Gobiiformes","Gobiidae","Drombus","(Herre, 1940)",NA,"demersal","Gobiinae",NA,NA,NA,NA,3,NA,NA,NA,NA
551285,278099,"Drombus ocyurus","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2008-01-15 17:27:08,59244,"Gobiiformes","Gobiidae","Drombus","(Jordan & Seale, 1907)","Bluemarked drombus","demersal","Gobiinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
2057064,278101,"Drombus simulus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,9971,"Gobiiformes","Gobiidae","Drombus","(Smith, 1960)","Pinafore goby","demersal","Gobiinae",NA,NA,NA,NA,3.5,NA,NA,NA,NA
3040417,278102,"Heteromycteris hartzfeldii","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,24053,"Pleuronectiformes","Soleidae","Heteromycteris","(Bleeker, 1853)","Hook-nosed sole","demersal",NA,2,15,NA,NA,20,NA,NA,NA,NA
195614,278103,"Heteromycteris japonicus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,8971,"Pleuronectiformes","Soleidae","Heteromycteris","(Temminck & Schlegel, 1846)","Bamboo sole","demersal",NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA
1609339,278104,"Heteromycteris matsubarai","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,24242,"Pleuronectiformes","Soleidae","Heteromycteris","Ochiai, 1963",NA,"demersal",NA,NA,NA,NA,NA,13,NA,NA,NA,NA
2606269,278105,"Heteromycteris oculus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,24416,"Pleuronectiformes","Soleidae","Heteromycteris","(Alcock, 1889)","Eyed sole","demersal",NA,NA,NA,NA,NA,15,NA,NA,NA,NA
3040440,278107,"Trimmatom macropodus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,59228,"Gobiiformes","Gobiidae","Trimmatom","Winterbottom, 1989","Bigfoot dwarfgoby","reef-associated","Gobiinae",0,20,NA,NA,1.60000002384186,NA,NA,NA,NA
1402069,278109,"Trimmatom pharus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2008-01-15 17:27:08,61015,"Gobiiformes","Gobiidae","Trimmatom","Winterbottom, 2001","Lifehouse dwarfgoby","reef-associated","Gobiinae",0,28,NA,NA,2.20000004768372,NA,NA,NA,NA
