"ncbi_taxon_id","aphia_id","species_canonical","synonyms","subspecies","target_list_status","sequencing_status","status","publication_id","rank","isMarine","isBrackish","isFreshwater","isTerrestrial","isExtinct","modified","spec_code","order","family_x","Genus","authority","FBname","DemersPelag","Subfamily","depth_min_in_m","depth_max_in_m","common_depth_min","common_depth_max","length_max_in_cm","common_length_in_cm","weight_max_in_g","TempMin","TempMax"
887049,446493,"Egretta sacra","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-08 06:18:06,NA,"Ciconiiformes","Ardeidae",NA,"(Gmelin, 1789)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52645,446494,"Haliaeetus leucogaster","[]","-","long_list","-","accepted","-","Species",1,1,1,1,NA,2011-04-27 09:01:37,NA,"Falconiformes","Accipitridae",NA,"(Gmelin, 1788)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2492917,474888,"Hemiscyllium michaeli","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2017-08-17 11:43:43,65392,"Orectolobiformes","Hemiscylliidae","Hemiscyllium","Allen & Dudgeon, 2010","Leopard Epaulette shark","benthopelagic",NA,2,20,NA,NA,69.5,NA,NA,NA,NA
1111163,474893,"Hydrolagus melanophasma","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65072,"Chimaeriformes","Chimaeridae","Hydrolagus","James, Ebert, Long & Didier, 2009","Eastern Pacific Black Ghostshark","bathydemersal",NA,2,1720,565,1720,120,NA,NA,NA,NA
654900,474894,"Elops smithi","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2010-05-06 09:57:44,65327,"Elopiformes","Elopidae","Elops","McBride, Rocha, Ruiz-Carus & Bowen, 2010","Malacho","pelagic-neritic",NA,NA,NA,NA,NA,44,NA,NA,NA,NA
573744,474896,"Anguilla luzonensis","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2010-05-06 09:57:44,65262,"Anguilliformes","Anguillidae","Anguilla","Watanabe, Aoyama & Tsukamoto, 2009",NA,"demersal",NA,NA,NA,NA,NA,100,NA,NA,NA,NA
1482978,474902,"Alosa algeriensis","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2010-05-06 09:57:44,65105,"Clupeiformes","Clupeidae","Alosa","Regan, 1916","North African shad","pelagic-neritic",NA,NA,NA,NA,NA,43.5,NA,NA,NA,NA
2012952,474903,"Stolephorus teguhi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65324,"Clupeiformes","Engraulidae","Stolephorus","Kimura, Hori & Shibukawa, 2009","Sulawesi anchovy","pelagic-neritic","Engraulinae",NA,NA,NA,NA,7.69999980926514,NA,NA,NA,NA
2768234,474905,"Glossanodon kotakamaru","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65441,"Argentiniformes","Argentinidae","Glossanodon","Endo & Nashida, 2010","Kotaka’s argentine","benthopelagic",NA,146,300,NA,NA,NA,NA,NA,NA,NA
2589284,474918,"Alionematichthys piger","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,64965,"Ophidiiformes","Bythitidae","Alionematichthys","(Alcock, 1890)","Whiskered viviparous brotula","reef-associated",NA,0,12,NA,NA,8.39999961853027,NA,NA,NA,NA
1843760,474925,"Bellottia galatheae","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65341,"Ophidiiformes","Bythitidae","Bellottia","Nielsen & Møller, 2008",NA,"bathydemersal",NA,400,527,NA,NA,5.09999990463257,NA,NA,NA,NA
1843778,474926,"Tuamotuichthys schwarzhansi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65342,"Ophidiiformes","Bythitidae","Tuamotuichthys","Nielsen & Møller, 2008",NA,"bathydemersal",NA,440,492,NA,NA,7.40000009536743,NA,NA,NA,NA
632144,474928,"Dibrachichthys melanurus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65403,"Lophiiformes","Tetrabrachiidae","Dibrachichthys","Pietsch, Johnson & Arnold, 2009",NA,"pelagic-neritic",NA,6,146,NA,NA,5.69999980926514,NA,NA,NA,NA
2578333,474943,"Poromitra atlantica","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2013-01-08 10:48:02,65388,"Beryciformes","Melamphaidae","Poromitra","(Norman, 1929)",NA,"bathypelagic",NA,360,3350,NA,NA,11.6000003814697,NA,NA,NA,NA
1828457,474945,"Poromitra curilensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65377,"Beryciformes","Melamphaidae","Poromitra","Kotlyar, 2008",NA,"bathypelagic",NA,0,8000,NA,NA,11.1999998092651,NA,NA,NA,NA
935259,474955,"Hoplostethus ravurictus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65347,"Trachichthyiformes","Trachichthyidae","Hoplostethus","Gomon, 2008",NA,"bathydemersal",NA,250,1000,NA,400,14.1000003814697,NA,NA,NA,NA
703907,474959,"Scorpaenodes rubrivinctus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65447,"Perciformes","Scorpaenidae","Scorpaenodes","Poss, McCosker & Baldwin, 2010",NA,"bathydemersal","Scorpaeninae",160,412,NA,NA,10.0799999237061,NA,NA,NA,NA
2801319,474960,"Cocotropus izuensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65426,"Perciformes","Aploactinidae","Cocotropus","Imamura, Aizawa & Shinohara, 2010",NA,"benthopelagic",NA,8,25,NA,NA,4.73000001907349,NA,NA,NA,NA
1633430,474962,"Inegocia ochiaii","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65425,"Perciformes","Platycephalidae","Inegocia","Imamura, 2010",NA,"benthopelagic",NA,3,4,NA,NA,44.4000015258789,NA,NA,NA,NA
1230717,474963,"Platycephalus orbitalis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65207,"Perciformes","Platycephalidae","Platycephalus","Imamura & Knapp, 2009","Western-Australian flathead","benthopelagic",NA,50,144,NA,NA,33.3400001525879,NA,NA,NA,NA
990551,474967,"Acanthistius joanae","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2017-08-17 11:43:43,65330,"Perciformes","Serranidae","Acanthistius","Heemstra, 2010","Scalyjaw koester","pelagic-neritic",NA,23,140,NA,NA,14,NA,NA,NA,NA
692222,474972,"Pictichromis dinar","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65167,"Ovalentaria incertae sedis","Pseudochromidae","Pictichromis","Randall & Schultz, 2009","Dottyback","reef-associated","Pseudochrominae",18,25,NA,NA,4.19999980926514,NA,NA,NA,NA
1431523,474973,"Apogonichthyoides umbratilis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65323,"Kurtiformes","Apogonidae","Apogonichthyoides","Fraser & Allen, 2010","Cryptic cardinalfish","pelagic-neritic","Apogoninae",20,60,NA,NA,4.09999990463257,NA,NA,NA,NA
990623,474979,"Parupeneus fraserorum","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65204,"Mulliformes","Mullidae","Parupeneus","Randall & King, 2009","Fraser's goatfish","reef-associated",NA,40,81,NA,NA,22.2999992370605,NA,NA,NA,NA
1353339,474984,"Upeneus margarethae","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65409,"Mulliformes","Mullidae","Upeneus","Uiblein & Heemstra, 2010","Margaretha's goatfish","reef-associated",NA,8,50,NA,NA,11,NA,NA,NA,NA
1725319,474985,"Upeneus suahelicus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65410,"Mulliformes","Mullidae","Upeneus","Uiblein & Heemstra, 2010","Swahili goatfish","reef-associated",NA,20,99,NA,NA,13.5,NA,NA,NA,NA
1725320,474986,"Upeneus supravittatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65411,"Mulliformes","Mullidae","Upeneus","Uiblein & Heemstra, 2010","Long-fin goatfish","reef-associated",NA,NA,40,NA,NA,14,NA,NA,NA,NA
529474,474988,"Cirrhitops mascarenensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65220,"Centrarchiformes","Cirrhitidae","Cirrhitops","Randall & Schultz, 2008",NA,"pelagic-neritic",NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA
1365819,474991,"Chromis albicauda","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65211,"Ovalentaria incertae sedis","Pomacentridae","Chromis","Allen & Erdmann, 2009","White-caudal chromis","reef-associated","Chrominae",25,70,NA,30,13.3699998855591,NA,NA,NA,NA
1200944,474993,"Halichoeres claudia","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65073,"Eupercaria incertae sedis","Labridae","Halichoeres","Randall & Rocha, 2009","Claudia's wrasse","benthopelagic","Corinae",1,35,1,24,8.80000019073486,NA,NA,NA,NA
682331,474994,"Halichoeres sazimai","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2017-08-17 11:43:43,64977,"Eupercaria incertae sedis","Labridae","Halichoeres","Luiz, Ferreira & Rocha, 2009",NA,"pelagic-neritic","Corinae",20,70,NA,NA,21.3999996185303,NA,NA,NA,NA
1633520,475000,"Myopsaron nelsoni","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65446,"Acropomatiformes","Creediidae","Myopsaron","Shibukawa, 2010",NA,"pelagic-neritic",NA,51,99,NA,NA,3.63000011444092,NA,NA,NA,NA
941645,475001,"Clinus arborescens","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65459,"Blenniiformes","Clinidae","Clinus","Gilchrist & Thompson, 1908",NA,"demersal",NA,NA,NA,NA,NA,22,NA,NA,NA,NA
3040390,475004,"Ancistrogobius dipus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65437,"Gobiiformes","Gobiidae","Ancistrogobius","Shibukawa, Yoshino & Allen, 2010","Double-fin cheek-hook goby","benthopelagic","Gobiinae",15,35,NA,NA,4.23999977111816,NA,NA,NA,NA
2768308,475007,"Ancistrogobius yoshigoui","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65440,"Gobiiformes","Gobiidae","Ancistrogobius","Shibukawa, Yoshino & Allen, 2010","Threadless cheek-hook goby","benthopelagic","Gobiinae",5,30,NA,NA,4.05999994277954,NA,NA,NA,NA
1564108,475010,"Elacatinus colini","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,64950,"Gobiiformes","Gobiidae","Elacatinus","Randall & Lobel, 2009","Belize sponge goby","reef-associated","Gobiinae",NA,NA,3,16,3.20000004768372,NA,NA,NA,NA
1564121,475011,"Elacatinus lobeli","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65036,"Gobiiformes","Gobiidae","Elacatinus","Randall & Colin, 2009","Caribbean neon goby","reef-associated","Gobiinae",0,NA,0,17,3.09999990463257,NA,NA,NA,NA
2589306,475014,"Eviota randalli","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65416,"Gobiiformes","Gobiidae","Eviota","Greenfield, 2009","Randall's dwarfgoby","reef-associated","Gobiinae",3,17,NA,NA,1.83000004291534,NA,NA,NA,NA
1579418,475015,"Eviota rubrisparsa","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65432,"Gobiiformes","Gobiidae","Eviota","Greenfield & Randall, 2010","Redspeckled dwarfgoby","reef-associated","Gobiinae",20,28,NA,NA,1.95000004768372,NA,NA,NA,NA
1248224,475016,"Eviota shimadai","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65431,"Gobiiformes","Gobiidae","Eviota","Greenfield & Randall, 2010","Shimadai's dwarfgoby","reef-associated","Gobiinae",0,29,NA,NA,1.55999994277954,NA,NA,NA,NA
1248231,475019,"Eviota winterbottomi","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65430,"Gobiiformes","Gobiidae","Eviota","Greenfield & Randall, 2010","Winterbottom's dwarfgoby","reef-associated","Gobiinae",0,30,NA,NA,1.62000000476837,NA,NA,NA,NA
1478007,475029,"Trimma imaii","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,64978,"Gobiiformes","Gobiidae","Trimma","Suzuki & Senou, 2009","Imai's pygmygoby","benthopelagic","Gobiinae",50,70,NA,NA,NA,NA,NA,NA,NA
983309,475033,"Stiphodon atropurpureus","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2010-05-06 09:57:44,51779,"Gobiiformes","Gobiidae","Stiphodon","(Herre, 1927)",NA,"benthopelagic","Sicydiinae",NA,NA,NA,NA,5,NA,NA,NA,NA
983308,475034,"Stiphodon imperiorientis","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2010-05-06 09:57:44,51780,"Gobiiformes","Gobiidae","Stiphodon","Watson & Chen, 1998",NA,"benthopelagic","Sicydiinae",NA,NA,NA,NA,5.01000022888184,NA,NA,NA,NA
2759378,475036,"Stiphodon multisquamus","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2010-05-06 09:57:44,61739,"Gobiiformes","Gobiidae","Stiphodon","Wu & Ni, 1986",NA,"benthopelagic","Sicydiinae",NA,NA,NA,NA,8,NA,NA,NA,NA
1559931,475038,"Parioglossus senoui","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65434,"Gobiiformes","Microdesmidae","Parioglossus","Suzuki, Yonezawa & Sakaue, 2010",NA,"reef-associated","Ptereleotrinae",0,1,NA,NA,2.22000002861023,NA,NA,NA,NA
1155779,475041,"Symphurus megasomus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65217,"Pleuronectiformes","Cynoglossidae","Symphurus","Lee, Chen & Shao, 2009","Giant tonguefish","benthopelagic","Symphurinae",200,640,NA,NA,14.6700000762939,NA,NA,NA,NA
2301318,475043,"Canthigaster cyanospilota","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 09:57:44,65363,"Tetraodontiformes","Tetraodontidae","Canthigaster","Randall, Williams & Rocha, 2008","Blue-spotted toby","demersal","Canthigasterinae",10,80,NA,NA,10.3999996185303,NA,NA,NA,NA
1522402,475052,"Roa modesta","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,11668,"Acanthuriformes","Chaetodontidae","Roa","(Temminck & Schlegel, 1844)","Brown-banded butterflyfish","reef-associated",NA,40,250,NA,110,17,NA,NA,NA,NA
1206990,475055,"Aulotrachichthys sajademalensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,15652,"Trachichthyiformes","Trachichthyidae","Aulotrachichthys","(Kotlyar, 1979)","Saya de Malha luminous roughy","bathypelagic",NA,143,274,NA,NA,9.60000038146973,NA,NA,NA,NA
1510181,475056,"Roa jayakari","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,12530,"Acanthuriformes","Chaetodontidae","Roa","(Norman, 1939)","Indian golden-barred butterflyfish","reef-associated",NA,33,280,NA,NA,16,NA,NA,NA,NA
2696666,475057,"Matanui bathytaton","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,47054,"Blenniiformes","Tripterygiidae","Matanui","(Hardy, 1989)","Chatham deep-water triplefin","demersal","Tripterygiinae",80,550,NA,NA,9.35999965667725,NA,NA,NA,NA
2697108,475058,"Matanui profundum","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,47061,"Blenniiformes","Tripterygiidae","Matanui","(Fricke & Roberts, 1994)","Deepwater triplefin","benthopelagic","Tripterygiinae",97,500,NA,NA,9.39999961853027,NA,NA,NA,NA
637978,475062,"Ponticola gorlap","[]","-","long_list","-","accepted","-","Species",1,1,1,0,NA,2010-05-06 11:41:37,49693,"Gobiiformes","Gobiidae","Ponticola","(Iljin, 1949)","Caspian bighead goby","demersal","Gobiinae",NA,NA,NA,NA,32.5999984741211,12,NA,NA,NA
637977,475064,"Ponticola eurycephalus","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2010-05-06 11:41:37,48343,"Gobiiformes","Gobiidae","Ponticola","(Kessler, 1874)","Mushroom goby","demersal","Gobiinae",NA,NA,NA,NA,20,NA,NA,4,20
320564,475065,"Ponticola syrman","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2020-09-24 14:08:35,25982,"Gobiiformes","Gobiidae","Ponticola","(von Nordmann, 1840)","Syrman goby","demersal","Gobiinae",NA,NA,NA,NA,24.5,NA,NA,NA,NA
2558184,475067,"Apogonichthyoides brevicaudatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,10543,"Kurtiformes","Apogonidae","Apogonichthyoides","(Weber, 1909)","Many-banded cardinal-fish","benthopelagic","Apogoninae",10,35,NA,NA,19.5,NA,NA,NA,NA
1647202,475068,"Oxycercichthys veliferus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,15015,"Ovalentaria incertae sedis","Pseudochromidae","Oxycercichthys","(Lubbock, 1980)","Sailfin dottyback","reef-associated","Pseudochrominae",12,50,12,35,12,NA,NA,NA,NA
2152965,475072,"Eptatretus walkeri","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,61664,"Myxiniformes","Myxinidae","Eptatretus","(McMillan & Wisner, 2004)",NA,"demersal","Eptatretinae",75,120,NA,NA,51.7999992370605,NA,NA,NA,NA
1604647,475074,"Alionematichthys riukiuensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,27338,"Ophidiiformes","Bythitidae","Alionematichthys","(Aoyagi, 1954)","Bigeye cusk","reef-associated",NA,0,10,NA,NA,7.86999988555908,NA,NA,NA,NA
327812,475076,"Hyporthodus ergastularius","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,7342,"Perciformes","Serranidae","Hyporthodus","(Whitley, 1930)","Sevenbar grouper","demersal",NA,15,370,NA,NA,157,NA,66000,NA,NA
160719,475077,"Hyporthodus flavolimbatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,1205,"Perciformes","Serranidae","Hyporthodus","(Poey, 1865)","Yellowedge grouper","demersal",NA,90,360,NA,NA,115,50,18640,NA,NA
160725,475078,"Hyporthodus niphobles","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,9594,"Perciformes","Serranidae","Hyporthodus","(Gilbert & Starks, 1897)","Star-studded grouper","demersal",NA,50,130,NA,NA,48,NA,NA,NA,NA
327774,475079,"Hyporthodus octofasciatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,7355,"Perciformes","Serranidae","Hyporthodus","(Griffin, 1926)","Eightbar grouper","bathydemersal",NA,150,300,NA,NA,130,NA,80000,NA,NA
212795,475080,"Hyporthodus quernus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,6371,"Perciformes","Serranidae","Hyporthodus","(Seale, 1901)","Hawaiian grouper","benthopelagic",NA,5,380,NA,NA,122,NA,22650,NA,NA
1648461,475083,"Manonichthys splendens","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,12714,"Ovalentaria incertae sedis","Pseudochromidae","Manonichthys","(Fowler, 1931)","Splendid dottyback","reef-associated","Pseudochrominae",5,40,20,40,13,NA,NA,NA,NA
316368,475088,"Apogonichthyoides niger","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,8232,"Kurtiformes","Apogonidae","Apogonichthyoides","(Döderlein, 1883)",NA,"demersal","Apogoninae",NA,NA,NA,NA,8,NA,NA,NA,NA
2943258,475089,"Apogonichthyoides opercularis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,14817,"Kurtiformes","Apogonidae","Apogonichthyoides","(MacLeay, 1878)","Pearlycheek cardinalfish","reef-associated","Apogoninae",NA,NA,NA,NA,7,NA,NA,NA,NA
580873,475090,"Apogonichthyoides pharaonis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,60362,"Kurtiformes","Apogonidae","Apogonichthyoides","(Bellotti, 1874)","Pharaoh cardinalfish","demersal","Apogoninae",0,2,NA,NA,9.5,NA,20,NA,NA
2569468,475093,"Apogonichthyoides timorensis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,12658,"Kurtiformes","Apogonidae","Apogonichthyoides","(Bleeker, 1854)","Timor cardinalfish","reef-associated","Apogoninae",1,15,NA,NA,9,NA,NA,22,27
2057053,475094,"Iniistius trivittatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,56574,"Eupercaria incertae sedis","Labridae","Iniistius","(Randall & Cornish, 2000)",NA,"reef-associated","Xyrichtyinae",0,10,NA,NA,30,NA,NA,NA,NA
2608440,475096,"Gymnogobius cylindricus","[]","-","long_list","-","accepted","-","Species",1,1,0,0,NA,2010-05-06 11:41:37,15867,"Gobiiformes","Gobiidae","Gymnogobius","(Tomiyama, 1936)",NA,"demersal","Gobionellinae",0,NA,NA,NA,5.19999980926514,NA,NA,NA,NA
160712,475097,"Hyporthodus acanthistius","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,9205,"Perciformes","Serranidae","Hyporthodus","(Gilbert, 1892)","Rooster hind","demersal",NA,46,90,NA,NA,100,NA,NA,NA,NA
327769,475098,"Hyporthodus exsul","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,9228,"Perciformes","Serranidae","Hyporthodus","(Fowler, 1944)","Tenspine grouper","demersal",NA,55,NA,NA,NA,125,NA,NA,NA,NA
160723,475099,"Hyporthodus mystacinus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,1206,"Perciformes","Serranidae","Hyporthodus","(Poey, 1852)","Misty grouper","bathydemersal",NA,30,400,NA,NA,160,NA,107000,NA,NA
160724,475100,"Hyporthodus nigritus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,1207,"Perciformes","Serranidae","Hyporthodus","(Holbrook, 1855)","Warsaw grouper","demersal",NA,55,525,NA,NA,230,NA,198100,NA,NA
160726,475101,"Hyporthodus niveatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,1208,"Perciformes","Serranidae","Hyporthodus","(Valenciennes, 1828)","Snowy grouper","demersal",NA,30,525,100,200,122,60,30000,NA,NA
232417,475102,"Hyporthodus septemfasciatus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,6574,"Perciformes","Serranidae","Hyporthodus","(Thunberg, 1793)","Convict grouper","reef-associated",NA,5,30,NA,NA,155,NA,62800,NA,NA
2608411,475104,"Apogonichthyoides sialis","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2010-05-06 11:41:37,60368,"Kurtiformes","Apogonidae","Apogonichthyoides","(Jordan & Thompson, 1914)","Twinbar cardinalfish","demersal","Apogoninae",8,15,NA,NA,14,NA,NA,NA,NA
48672,514084,"Puffinus baroli","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-27 09:01:37,NA,"Procellariiformes","Procellariidae",NA,"(Bonaparte, 1857)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2928631,558726,"Symphodus caeruleus","[]","-","long_list","-","accepted","-","Species",1,0,0,0,NA,2020-12-05 22:15:47,57256,"Eupercaria incertae sedis","Labridae","Symphodus","(Azevedo, 1999)",NA,"demersal",NA,1,30,5,15,21.5,NA,NA,NA,NA
101514,567393,"Anas nesiotis","[]","-","long_list","-","accepted","-","Species",1,NA,1,1,NA,2011-04-04 12:41:09,NA,"Anseriformes","Anatidae",NA,"Fleming, 1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2830144,567404,"Melanitta deglandi","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-27 09:01:37,NA,"Anseriformes","Anatidae",NA,"(Bonaparte, 1850)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425633,567416,"Erythrogonys cinctus","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-27 09:01:37,NA,"Charadriiformes","Charadriidae",NA,"Gould, 1838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50406,567421,"Elseyornis melanops","[]","-","long_list","-","accepted","-","Species",1,NA,NA,1,NA,2011-04-27 09:01:37,NA,"Charadriiformes","Charadriidae",NA,"(Vieillot, 1818)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
